08/20/2025 06:58:43 P,CHAR LENGHT,ID,VISIBILITY,"DATE 
ADDED",SKU,NAME,ADDITIONAL NOTES,APPLICATION NOTES,PART NUMBER,PRODUCT CATEGORY,TYPE,(OLD UPC),GTIN,YEAR,PRIMARY OEM,"Additional 
OEM#",Catalog Group,MANUFACTURER,MAKE 1,ENGINE 1,ENGINE 1,ENGINE 1,ENGINE 1,ENGINE 1,ENGINE 1,ENGINE 1,Condition,IS REMAN?,ASSOCIATED CORE,CORE TYPE,JUMPFLY CATEGORY,VENDOR,VENDOR PART NUMBER,NEW QB,QB ACCOUNT,WARRANTY, PRICE , Drive On Diesel Price , VENDOR COST , ACTUAL COST , EST COST ,PROFIT,PROFIT  %,WEIGHT,"CHARGE CORE
UPFRONT",HAS CORE, CORE PRICE ,"GROUP 
NUMBER",ADF,PRICE,Non Stocking Distributor, PRICE ,Stocking Distributor, PRICE ,Non Stocking WD, PRICE ,Stocking WD, PRICE ,10%, PRICE ,15%, PRICE 
09/01/2025 01:37:27 A,,10837,Both,2/27/2024,7386500RM-SET,"Bobcat / Doosan D24 DM02, D34 DM03 Fuel Injector 2020-2024: OEM 7386500 ( Set of 4 )",Bobcat,,7386500RM-SET,Diesel Fuel Injectors,Fuel Injector,,00840490527034,2020-2024,7386500,400903-00223,BD4,Tamerx Diesel Products,Bobcat / Doosan,D24 DM02,D34 DM03,,,,,,Remanufactured,Yes,"7386500RM-SET#C, 7386500RM-SET-C30",In House Core,Fuel Injectors,Tamerx,0 445 110 968,Diesel Injectors,Diesel Injectors,One Million Miles or One Year," $ 1,980.00 "," $ 1,980.00 "," $ 1,100.00 "," $ 1,100.00 ", $ 840.00 ,$880.00,44.44%,5,NO,YES," $ 1,000.00 ",,FIXED PRICE,"$2,677.50",0%," $ 1,980.00 ",15.00%," $ 1,683.00 ",15.00%," $ 1,683.00 ",25.00%," $ 1,485.00 ",10.00%," $ 1,782.00 ",15.00%," $ 1,683.00 "
09/24/2025 11:31:31 P,,10887,Both,3/1/2024,4309265RM,Cummins QSB3.3 Fuel Injector 2011-2018: OEM 4309265,,,4309265RM,Diesel Fuel Injectors,Fuel Injector,,00840490527218,2011-2018,4309265,"5314941, 4376390, 5285408, 5341941",C5,Tamerx Diesel Products,Cummins,QSB3.3,,,,,,,Remanufactured,Yes,"4309265RM#C, 4309265RM-C30",In House Core,Fuel Injectors,Tamerx,4309265,Diesel Injectors,Diesel Injectors,One Million Miles or One Year, $ 775.00 , $ 775.00 , $ 550.00 , $ 550.00 , $ 550.00 ,$225.00,29.03%,2,NO,YES, $ 250.00 ,,FIXED PRICE,$658.75,15.00%, $ 658.75 ,30.00%, $ 542.50 ,25.00%, $ 581.25 ,25.00%, $ 581.25 ,10.00%, $ 697.50 ,15.00%, $ 658.75 
09/02/2024 11:18:40 A,,12067,Both,8/28/2024,2086663RM,Scania DC13 Fuel Injector 2011-2018: OEM 2086663,,,2086663RM,Diesel Fuel Injectors,Fuel Injector,,00840490531246,2011-2018,2086663,1933613,,Tamerx Diesel Products,Scania,DC13,,,,,,,Remanufactured,Yes,"2086663RM#C, 2086663RM-C30",Vendor R & R,Fuel Injectors,Tamerx,2894920,Diesel Injectors,Diesel Injectors,One Million Miles or One Year, $ 695.00 , $ 695.00 , $ 235.00 , $ 235.00 , $ 235.00 ,$460.00,66.19%,3,NO,YES, $ 250.00 ,,FIXED PRICE,$590.75,0%, $ 695.00 ,15.00%, $ 590.75 ,0%, $ 695.00 ,25.00%, $ 521.25 ,10.00%, $ 625.50 ,15.00%, $ 590.75 
,,12070,Both,8/28/2024,2086663RM-SET,Scania DC13 Fuel Injector 2011-2018: OEM 2086663 ( Set of 6 ),,,2086663RM-SET,Diesel Fuel Injectors,Fuel Injector,,00840490531253,2011-2018,2086663,1933613,,Tamerx Diesel Products,Scania,DC13,,,,,,,Remanufactured,Yes,"2086663RM-SET#C, 2086663RM-SET-C30",Vendor R & R,Fuel Injectors,Tamerx,2894920,Diesel Injectors,Diesel Injectors,One Million Miles or One Year," $ 4,170.00 "," $ 4,170.00 "," $ 1,410.00 "," $ 1,410.00 "," $ 1,410.00 ","$2,760.00",66.19%,18,NO,YES, $ 250.00 ,,FIXED PRICE,"$3,127.50",0%," $ 4,170.00 ",15.00%," $ 3,544.50 ",0%," $ 4,170.00 ",25.00%," $ 3,127.50 ",10.00%," $ 3,753.00 ",15.00%," $ 3,544.50 "
09/24/2025 11:31:43 P,,12516,Both,11/25/2024,4309265RM-SET,Cummins QSB3.3 Fuel Injector 2011-2018: OEM 4309265 ( Set of 4 ),,,4309265RM-SET,Diesel Fuel Injectors,Fuel Injector,,00840490532830,2011-2018,4309265,"5314941, 4376390, 5285408, 5341941",C5,Tamerx Diesel Products,Cummins,QSB3.3,,,,,,,Remanufactured,Yes,"4309265RM-SET#C, 4309265RM-SET-C30",In House Core,Fuel Injectors,Tamerx,4309265,Diesel Injectors,Diesel Injectors,One Million Miles or One Year," $ 3,100.00 "," $ 3,100.00 "," $ 3,300.00 "," $ 3,300.00 "," $ 3,300.00 ",-$200.00,-6.45%,8,NO,YES," $ 1,500.00 ",,,,0%," $ 3,100.00 ",15.00%," $ 2,635.00 ",0%," $ 3,100.00 ",25.00%," $ 2,325.00 ",10.00%," $ 2,790.00 ",15.00%," $ 2,635.00 "
09/01/2025 01:37:32 A,,12797,Both,12/30/2024,7386500RM-1-SET,Bobcat / Doosan D18 DM01 Fuel Injector 2020-2024: OEM 7386500 ( Set of 3 ),,,7386500RM-1-SET,Diesel Fuel Injectors,Fuel Injector,,00840490533820,2020-2024,7386500,400903-00223,BD4,Tamerx Diesel Products,Bobcat / Doosan,D18 DM01,,,,,,,Remanufactured,Yes,"7386500RM-1-SET#C, 7386500RM-1-SET-C30",In House Core,Fuel Injectors,Tamerx,0 445 110 968,Diesel Injectors,Diesel Injectors,One Million Miles or One Year," $ 1,785.00 "," $ 1,785.00 ", $ 630.00 , $ 630.00 , $ 630.00 ,"$1,155.00",64.71%,36,NO,YES, $ 750.00 ,,,,0%," $ 1,785.00 ",15.00%," $ 1,517.25 ",0%," $ 1,785.00 ",25.00%," $ 1,338.75 ",10.00%," $ 1,606.50 ",15.00%," $ 1,517.25 "
03/03/2025 01:01:49 P,,13056,Both,2/24/2025,4928347RM,"Cummins KTA, QSK Fuel Injector 2008-2010: OEM 4928347RX",,,4928347RM,Diesel Fuel Injectors,Fuel Injector,,00840490534834,2008-2010,4928347RX,,,Tamerx Diesel Products,Cummins,KTA,QSK,,,,,,,Yes,"4928347RM#C, 4928347RM-C30",In House Core,Fuel Injectors,Tamerx,4928347RX,Diesel Injectors,Diesel Injectors,One Million Miles or One Year," $ 1,695.00 "," $ 1,695.00 ", $ 450.00 , $ 450.00 , $ 450.00 ,"$1,245.00",73.45%,12,NO,YES, $ 500.00 ,,,,0%," $ 1,695.00 ",15.00%," $ 1,440.75 ",0%," $ 1,695.00 ",25.00%," $ 1,271.25 ",10.00%," $ 1,525.50 ",15.00%," $ 1,440.75 "
,,13062,Both,2/24/2025,4928347RM-SET,"Cummins KTA, QSK Fuel Injector 2008-2010: OEM 4928347RX ( Set of 6 )",,,4928347RM-SET,Diesel Fuel Injectors,Fuel Injector,,00840490534858,2008-2010,4928347RX,,,Tamerx Diesel Products,Cummins,KTA,QSK,,,,,,,Yes,"4928347RM-SET#C, 4928347RM-SET-C30",In House Core,Fuel Injectors,Tamerx,4928347RX,Diesel Injectors,Diesel Injectors,One Million Miles or One Year," $ 10,170.00 "," $ 10,170.00 "," $ 2,700.00 "," $ 2,700.00 "," $ 2,700.00 ","$7,470.00",73.45%,72,NO,YES," $ 3,000.00 ",,,,0%," $ 10,170.00 ",15.00%," $ 8,644.50 ",0%," $ 10,170.00 ",25.00%," $ 7,627.50 ",10.00%," $ 9,153.00 ",15.00%," $ 8,644.50 "
,,13539,Both,5/1/2025,PS67-11-14KT,Ford Powerstroke 6.7L Fuel Injector and Pump 2011-2014: OEM EC3Z-9B246-A ( Kit ),"Kit includeds: 8 Geniune Bosch Injectors, Geniune Bosch left and right Fuel Rail, Geniune Bosch High Pressue pump","Pickup F250,F350,F450 Production Date: 2/22/2010 Thur 3/17/2014",PS67-11-14KT,Fuel System,Fuel Injector and Pump,,00840490537408,2011-2014,EC3Z-9B246-A,,,Bosch,Ford,Powerstroke 6.7L,,,,,,,Genuine,Yes,"PS67-11-14KT#C, PS67-11-14KT-C30",Vendor Return,Fuel Injectors,Tamerx,PS67-11-14-KT,Diesel Injectors,Diesel Injectors,One Million Miles or One Year," $ 3,195.00 "," $ 3,195.00 "," $ 2,250.00 "," $ 2,250.00 "," $ 2,250.00 ",$945.00,29.58%,36,NO,YES," $ 1,000.00 ",,,,0%," $ 3,195.00 ",15.00%," $ 2,715.75 ",0%," $ 3,195.00 ",20.00%," $ 2,556.00 ",10.00%," $ 2,875.50 ",15.00%," $ 2,715.75 "
,,13546,Both,5/1/2025,PS67-15-19-KT,Ford Powerstroke 6.7L Fuel Injector and Pump 2015-2019: OEM FC3Z-9B246-F ( Kit ),"Kit includeds: 8 Geniune Bosch Injectors, Geniune Bosch left and right Fuel Rail, Geniune Bosch High Pressue pump",Production Date: 3/17/2014 Thur 11/04/2019,PS67-15-19-KT,Fuel System,Fuel Injector and Pump,,00840490537439,2015-2019,FC3Z-9B246-F,,,Bosch,Ford,Powerstroke 6.7L,,,,,,,Genuine,Yes,"PS67-15-19-KT#C, PS67-15-19-KT-C30",Vendor Return,Fuel Injectors,Tamerx,PS67-11-14-KT,Diesel Injectors,Diesel Injectors,One Million Miles or One Year," $ 3,195.00 "," $ 3,195.00 "," $ 2,250.00 "," $ 2,250.00 "," $ 2,250.00 ",$945.00,29.58%,36,NO,YES," $ 1,000.00 ",,,,0%," $ 3,195.00 ",15.00%," $ 2,715.75 ",0%," $ 3,195.00 ",20.00%," $ 2,556.00 ",10.00%," $ 2,875.50 ",15.00%," $ 2,715.75 "
,,13550,Both,5/1/2025,PS67-17-19-KT,Ford Powerstroke 6.7L Fuel Injector and Pump 2017-2019: OEM HC3Z-9B246-B ( Kit ),"Kit includeds: 8 Geniune Bosch Injectors, Geniune Bosch left and right Fuel Rail, Geniune Bosch High Pressue pump","Narrow Frame, Production Date: 7/22/2016 Thur 11/04/2019",PS67-17-19-KT,Fuel System,Fuel Injector and Pump,,00840490537453,2017-2019,HC3Z-9B246-B,,,Bosch,Ford,Powerstroke 6.7L,,,,,,,Genuine,Yes,"PS67-17-19-KT#C, PS67-17-19-KT-C30",Vendor Return,Fuel Injectors,Tamerx,PS67-11-14-KT,Diesel Injectors,Diesel Injectors,One Million Miles or One Year," $ 3,195.00 "," $ 3,195.00 "," $ 2,250.00 "," $ 2,250.00 "," $ 2,250.00 ",$945.00,29.58%,36,NO,YES," $ 1,000.00 ",,,,0%," $ 3,195.00 ",15.00%," $ 2,715.75 ",0%," $ 3,195.00 ",20.00%," $ 2,556.00 ",10.00%," $ 2,875.50 ",15.00%," $ 2,715.75 "
,,13553,Both,5/1/2025,PS67-20-22-KT,Ford Powerstroke 6.7L Fuel Injector and Pump 2020-2022: OEM LC3Z-9B246-B ( Kit ),"Kit includeds: 8 Geniune Bosch Injectors, Geniune Bosch left and right Fuel Rail, Geniune Bosch High Pressue pump",Production Date: 11/04/2019 Thur 1/02/2023,PS67-20-22-KT,Fuel System,Fuel Injector and Pump,,00840490537460,2020-2022,LC3Z-9B246-B,,,Bosch,Ford,Powerstroke 6.7L,,,,,,,Genuine,Yes,"PS67-20-22-KT#C, PS67-20-22-KT-C30",Vendor Return,Fuel Injectors,Tamerx,PS67-11-14-KT,Diesel Injectors,Diesel Injectors,One Million Miles or One Year," $ 3,195.00 "," $ 3,195.00 "," $ 2,250.00 "," $ 2,250.00 "," $ 2,250.00 ",$945.00,29.58%,36,NO,YES," $ 1,000.00 ",,,,0%," $ 3,195.00 ",15.00%," $ 2,715.75 ",0%," $ 3,195.00 ",20.00%," $ 2,556.00 ",10.00%," $ 2,875.50 ",15.00%," $ 2,715.75 "
,,13556,Both,5/1/2025,PS67-23-25-KT,Ford Powerstroke 6.7L Fuel Injector and Pump 2023-2025: OEM PC3Z-9B246-A ( Kit ),"Kit includeds: 8 Geniune Bosch Injectors, Geniune Bosch left and right Fuel Rail, Geniune Bosch High Pressue pump",Production Date: 1/03/2023 UP,PS67-23-25-KT,Fuel System,Fuel Injector and Pump,,00840490537477,2023-2025,PC3Z-9B246-A,,,Bosch,Ford,Powerstroke 6.7L,,,,,,,Genuine,Yes,"PS67-23-25-KT#C, PS67-23-25-KT-C30",Vendor Return,Fuel Injectors,Tamerx,PS67-11-14-KT,Diesel Injectors,Diesel Injectors,One Million Miles or One Year," $ 3,195.00 "," $ 3,195.00 "," $ 2,250.00 "," $ 2,250.00 "," $ 2,250.00 ",$945.00,29.58%,36,NO,YES," $ 1,000.00 ",,,,0%," $ 3,195.00 ",15.00%," $ 2,715.75 ",0%," $ 3,195.00 ",20.00%," $ 2,556.00 ",10.00%," $ 2,875.50 ",15.00%," $ 2,715.75 "
08/06/2025 06:53:07 P,,194,Both,10/21/2015,FIC2004,Ford Powerstroke 6.0L Fuel Injector Control Module 2005-2010: OEM 4C3Z-12B599-BARM,,,FIC2004,Sensors / Modules / Electrical,Fuel Injector Control Module,086547479974,00840490500662,2005-2010,4C3Z-12B599-BARM,,,Tamerx Diesel Products,Ford,Powerstroke 6.0L,,,,,,,,Yes,"FIC2004#C, FIC2004-C30",In House Core,Modules,Tamerx,,Modules/Sensors,Modules/Sensors,One Million Miles or One Year, $ 370.00 , $ 370.00 , $ 125.00 , $ 204.72 , $ 204.72 ,$165.28,44.67%,5,NO,YES, $ 250.00 ,,FIXED PRICE,$331.46,0%, $ 370.00 ,15.00%, $ 314.50 ,15.00%, $ 314.50 ,20.00%, $ 296.00 ,10.00%, $ 333.00 ,15.00%, $ 314.50 
,,2861,Both,10/20/2015,HPL66-LLY,Chevrolet GMC Duramax LLY Fuel Injector Line 2004-2005,,,HPL66-LLY,Fuel System,Fuel Injector Line,086547480642,00840490501935,2004-2005,,,,Tamerx Diesel Products,Chevrolet GMC,Duramax LLY,,,,,,,,Yes,"HPL66-LLY#C, HPL66-LLY-C30",In House Core,Others,Tamerx,,Engine Parts/Other,Engine Parts/Other,One Million Miles or One Year, $ 237.00 , $ 237.00 ,, $ 30.00 , $ 30.00 ,$207.00,87.34%,4,NO,YES, $ 150.00 ,,FIXED PRICE,$212.46,0%, $ 237.00 ,15.00%, $ 201.45 ,15.00%, $ 201.45 ,20.00%, $ 189.60 ,10.00%, $ 213.30 ,15.00%, $ 201.45 
,,3487,Both,2/12/2017,HPL66-LMM,"Chevrolet GMC Duramax LMM, LBZ Fuel Injector Line 2006-2010",,,HPL66-LMM,Fuel System,Fuel Injector Line,086547480659,00840490502482,2006-2010,,,,Tamerx Diesel Products,Chevrolet GMC,Duramax LMM,LBZ,,,,,,,Yes,,,Others,Tamerx,,Engine Parts/Other,Engine Parts/Other,One Million Miles or One Year, $ 237.00 , $ 237.00 ,, $ 30.00 , $ 30.00 ,$207.00,87.34%,4,NO,NO,,,FIXED PRICE,$212.46,0%, $ 237.00 ,15.00%, $ 201.45 ,15.00%, $ 201.45 ,20.00%, $ 189.60 ,10.00%, $ 213.30 ,15.00%, $ 201.45 
03/19/2025 06:03:47 P,,7862,Both,4/19/2023,7030387TX,"Bobcat / Doosan D18, 1.8L Fuel Injector Line 2017-2021: OEM 7030387","Includes: 3 Injector lines, 2 Return lines, 1 fuel rail, 1-Pump to Rail Line",,7030387TX,Fuel System,Fuel Injector Line,,00840490516687,2017-2021,7030387,"7030388, 7030389, 7342835, 7280343, 7030358, 7249383",BD1,Tamerx Diesel Products,Bobcat / Doosan,D18,1.8L,,,,,,,Yes,"7030387TX#C, 7030387TX-C30",In House Core,Fuel Injectors,Tamerx,7030387,Engine Parts/Other,Engine Parts/Other,One Million Miles or One Year," $ 1,515.00 "," $ 1,515.00 ", $ 550.00 , $ 650.00 , $ 650.00 ,$865.00,57.10%,18,NO,YES, $ 500.00 ,,FIXED PRICE,"$1,287.75",0%," $ 1,515.00 ",15.00%," $ 1,287.75 ",15.00%," $ 1,287.75 ",20.00%," $ 1,212.00 ",10.00%," $ 1,363.50 ",15.00%," $ 1,287.75 "
08/12/2025 11:29:26 P,,7865,Both,4/19/2023,7030390TX,"Bobcat / Doosan  D24, 2.4L Fuel Injector Line 2017-2021: OEM 7030390","Includes: 4 Injector lines, 2 Return lines, 1 fuel rail, 1-Pump to Rail Line",,7030390TX,Fuel System,Fuel Injector Line,,00840490516694,2017-2021,7030390,"7030388, 7030389, 7342835, 7280343, 7030358, 7249383, 7030390",DB1,Tamerx Diesel Products,Bobcat / Doosan,D24,2.4L,,,,,,,Yes,"7030390TX#C, 7030390TX-C30",In House Core,Fuel Injectors,Tamerx,7030390,Engine Parts/Other,Engine Parts/Other,One Million Miles or One Year," $ 1,610.00 "," $ 1,610.00 ", $ 550.00 , $ 650.00 , $ 650.00 ,$960.00,59.63%,20,NO,YES, $ 500.00 ,,FIXED PRICE,"$1,368.50",0%," $ 1,610.00 ",15.00%," $ 1,368.50 ",15.00%," $ 1,368.50 ",20.00%," $ 1,288.00 ",10.00%," $ 1,449.00 ",15.00%," $ 1,368.50 "
03/19/2025 06:11:28 P,,7868,Both,4/19/2023,7256822TX,"Bobcat / Doosan D34, 3.4L Fuel Injector Line 2017-2021: OEM 7256822","Includes: 4 Injector lines, 2 Return lines, 1 fuel rail, 1-Pump to Rail Line",,7256822TX,Fuel System,Fuel Injector Line,,00840490516700,2017-2021,7256822,"7256821, 7256822, 7256820, 7256819, 7256818, 7261666, 7256805, 7256829, 7256804, 7256757,",BD34,Tamerx Diesel Products,Bobcat / Doosan,D34,3.4L,,,,,,,Yes,"7256822TX#C, 7256822TX-C30",In House Core,Fuel Injectors,Tamerx,7256822,Engine Parts/Other,Engine Parts/Other,One Million Miles or One Year," $ 1,610.00 "," $ 1,610.00 ", $ 550.00 , $ 650.00 , $ 650.00 ,$960.00,59.63%,20,NO,YES, $ 500.00 ,,FIXED PRICE,"$1,368.50",0%," $ 1,610.00 ",15.00%," $ 1,368.50 ",15.00%," $ 1,368.50 ",20.00%," $ 1,288.00 ",10.00%," $ 1,449.00 ",15.00%," $ 1,368.50 "
08/13/2025 12:06:59 A,,4292,Both,12/21/2021,3921771RX,Cummins 8.3L Fuel Injector Pump 1994-1998: OEM 3921771RX,,,3921771RX,Fuel Pumps,Fuel Injector Pump,086547479035,00840490507258,1994-1998,3921771RX,,C3,Bosch,Cummins,8.3L,,,,,,,,Yes,"3921771RX#C, 3921771RX-C30",In House Core,Pumps,Tamerx,,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 2,370.00 "," $ 2,370.00 ",," $ 1,200.00 "," $ 1,200.00 ","$1,170.00",49.37%,57,NO,YES," $ 1,000.00 ",,FIXED PRICE,"$2,014.50",0%," $ 2,370.00 ",15.00%," $ 2,014.50 ",15.00%," $ 2,014.50 ",25.00%," $ 1,777.50 ",10.00%," $ 2,133.00 ",15.00%," $ 2,014.50 "
01/17/2024 11:06:00 P,,6295,Both,9/10/2022,470506031,John Deere 6068T Fuel Injector Pump 1999-2011: OEM RE506680,"6068 Engine, 6068HF275 Power Unit",,470506031,Fuel Pumps,Fuel Injector Pump,086547496315,00840490510722,1999-2011,RE506680,"SE501613, 0986444086, 0470506031",,Bosch,John Deere,6068T,,,,,,,Genuine New,Yes,"470506031#C, 470506031-C30",In House Core,Pumps,Tamerx,470506031,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 2,560.00 "," $ 2,560.00 ",," $ 1,315.00 "," $ 1,315.00 ","$1,245.00",48.63%,18,NO,YES," $ 1,500.00 ",,FIXED PRICE,"$2,176.00",0%," $ 2,560.00 ",15.00%," $ 2,176.00 ",15.00%," $ 2,176.00 ",20.00%," $ 2,048.00 ",10.00%," $ 2,304.00 ",15.00%," $ 2,176.00 "
,,6430,Both,10/6/2022,3921922RX,Cummins 6BT Fuel Injector Pump : OEM 3928412RX,Genuine Cummins 6BTAA Engine,,3921922RX,Fuel Pumps,Fuel Injector Pump,086547496940,00840490511132,,3928412RX,"0402736848, 0402736867",,Cummins,Cummins,6BT,,,,,,,,Yes,"3921922RX#C, 3921922RX-C30",Market Core,Pumps,Tamerx,3921922,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 2,750.00 "," $ 2,750.00 "," $ 1,200.00 "," $ 1,200.00 "," $ 1,200.00 ","$1,550.00",56.36%,65,NO,YES, $ 500.00 ,,FIXED PRICE,"$2,337.50",0%," $ 2,750.00 ",15.00%," $ 2,337.50 ",15.00%," $ 2,337.50 ",25.00%," $ 2,062.50 ",10.00%," $ 2,475.00 ",15.00%," $ 2,337.50 "
,,6433,Both,10/6/2022,3925085RX,Cummins 6BT Fuel Injector Pump : OEM 3925085RX,Genuine Cummins 6BTAA Engine,,3925085RX,Fuel Pumps,Fuel Injector Pump,086547496957,00840490511149,,3925085RX,402736842,,Cummins,Cummins,6BT,,,,,,,,Yes,"3925085RX#C, 3925085RX-C30",Market Core,Pumps,Tamerx,3925085,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 2,750.00 "," $ 2,750.00 "," $ 1,200.00 "," $ 1,200.00 "," $ 1,200.00 ","$1,550.00",56.36%,65,NO,YES, $ 500.00 ,,FIXED PRICE,"$2,337.50",0%," $ 2,750.00 ",15.00%," $ 2,337.50 ",25.00%," $ 2,062.50 ",25.00%," $ 2,062.50 ",10.00%," $ 2,475.00 ",15.00%," $ 2,337.50 "
,,6436,Both,10/6/2022,3921773RX,Cummins 6BT Fuel Injector Pump : OEM 3921773RX,Genuine Cummins 6BTAA Engine,,3921773RX,Fuel Pumps,Fuel Injector Pump,086547496964,00840490511156,,3921773RX,402736815,,Cummins,Cummins,6BT,,,,,,,,Yes,"3921773RX#C, 3921773RX-C30",Market Core,Pumps,Tamerx,3921773,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 2,750.00 "," $ 2,750.00 "," $ 1,200.00 "," $ 1,200.00 "," $ 1,200.00 ","$1,550.00",56.36%,65,NO,YES, $ 500.00 ,,FIXED PRICE,"$2,337.50",0%," $ 2,750.00 ",15.00%," $ 2,337.50 ",15.00%," $ 2,337.50 ",20.00%," $ 2,200.00 ",10.00%," $ 2,475.00 ",15.00%," $ 2,337.50 "
,,6439,Both,10/6/2022,3924903RX,Cummins 6BT Fuel Injector Pump : OEM 3924903RX,Genuine Cummins 6BTA Engine,,3924903RX,Fuel Pumps,Fuel Injector Pump,086547496971,00840490511163,,3924903RX,402736846,,Cummins,Cummins,6BT,,,,,,,,Yes,"3924903RX#C, 3924903RX-C30",Market Core,Pumps,Tamerx,3924903,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 2,750.00 "," $ 2,750.00 "," $ 1,200.00 "," $ 1,200.00 "," $ 1,200.00 ","$1,550.00",56.36%,65,NO,YES, $ 500.00 ,,FIXED PRICE,"$2,337.50",0%," $ 2,750.00 ",0%," $ 2,750.00 ",15.00%," $ 2,337.50 ",20.00%," $ 2,200.00 ",10.00%," $ 2,475.00 ",15.00%," $ 2,337.50 "
09/20/2023 11:20:55 P,,7501,Both,1/30/2023,06390RM,Cummins 4BT Fuel Injector Pump : OEM 5315421,,,06390RM,Fuel Pumps,Fuel Injector Pump,86547501439,00840490515444,,5315421,"5253102, 5310609, DB2427-6390, DB2427-6397",,Tamerx Diesel Products,Cummins,4BT,,,,,,,,Yes,"06390RM#C, 06390RM-C30",Vendor R & R,High Pressure Fuel Pumps,Tamerx,06390RM,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 4,490.00 "," $ 4,490.00 "," $ 1,548.00 "," $ 1,548.00 "," $ 1,548.00 ","$2,942.00",65.52%,18,NO,YES, $ 600.00 ,,FIXED PRICE,"$1,015.75",0%," $ 4,490.00 ",15.00%," $ 3,816.50 ",15.00%," $ 3,816.50 ",25.00%," $ 3,367.50 ",10.00%," $ 4,041.00 ",15.00%," $ 3,816.50 "
03/06/2023 03:48:25 A,,7643,Both,3/3/2023,32A65-07390,Caterpillar C3.4 Fuel Injector Pump 1990: OEM 32A65-07390,,,32A65-07390,Fuel Pumps,Fuel Injector Pump,86547502306,00840490515864,1990,32A65-07390,"3369190, 32A6537310, 32A6527810, 3154677, 104742-3050",,Tamerx Diesel Products,Caterpillar,C3.4,,,,,,,,Yes,"32A65-07390#C, 32A65-07390-C30",In House Core,Pumps,Tamerx,336-9190,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 1,800.00 "," $ 1,800.00 ", $ 350.00 , $ 750.00 , $ 750.00 ,"$1,050.00",58.33%,18,NO,YES," $ 1,200.00 ",,FIXED PRICE,"$1,350.00",0%," $ 1,800.00 ",15.00%," $ 1,530.00 ",15.00%," $ 1,530.00 ",25.00%," $ 1,350.00 ",10.00%," $ 1,620.00 ",15.00%," $ 1,530.00 "
04/09/2025 11:13:20 P,,7778,Both,4/7/2023,5593,John Deere 4045D Fuel Injector Pump : OEM RE502716,DB2435-5593,,5593,Fuel Pumps,Fuel Injector Pump,,00840490516359,,RE502716,,,Tamerx Diesel Products,John Deere,4045D,,,,,,,,Yes,"5593#C, 5593-C30",In House Core,Pumps,Tamerx,5593,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 1,895.00 "," $ 1,895.00 "," $ 1,175.00 "," $ 1,175.00 "," $ 1,175.00 ",$720.00,37.99%,18,NO,YES, $ 600.00 ,,FIXED PRICE,"$1,610.75",0%," $ 1,895.00 ",15.00%," $ 1,610.75 ",15.00%," $ 1,610.75 ",25.00%," $ 1,421.25 ",10.00%," $ 1,705.50 ",15.00%," $ 1,610.75 "
,,6896,Both,12/14/2022,2872545RM,"Cummins ISL, ISC Fuel Lift Pump 2006-2016: OEM 2872545RX",Mounted on High Pressure Pump,,2872545RM,Fuel Pumps,Fuel Lift Pump,86547498982,00840490512900,2006-2016,2872545RX,"4088866, 2872545NX",C3,Tamerx Diesel Products,Cummins,ISL,ISC,,,,,,,Yes,"2872545RM#C, 2872545RM-C30",In House Core,Pumps,Tamerx,2872545RM,Diesel Pumps,Diesel Pumps,One Million Miles or One Year, $ 517.00 , $ 517.00 , $ 265.00 , $ 265.00 , $ 265.00 ,$252.00,48.74%,3,NO,YES, $ 250.00 ,,FIXED PRICE,$463.25,0%, $ 517.00 ,15.00%, $ 439.45 ,15.00%, $ 439.45 ,25.00%, $ 387.75 ,10.00%, $ 465.30 ,15.00%, $ 439.45 
05/05/2025 07:13:52 P,,8900,Both,10/31/2023,1811057RM,Paccar MX13 Fuel Lift Pump 2010-2012: OEM 1811057PE,,EPA10,1811057RM,Fuel Pumps,Fuel Lift Pump,,00840490520448,2010-2012,1811057PE,,P1,Tamerx Diesel Products,Paccar,MX13,,,,,,,Remanufactured,Yes,"1811057RM#C, 1811057RM-C30",In House Core,Pumps,Tamerx,1811057,Diesel Pumps,Diesel Pumps,One Million Miles or One Year, $ 712.00 , $ 712.00 , $ 250.00 , $ 250.00 , $ 250.00 ,$462.00,64.89%,6,NO,YES, $ 250.00 ,,FIXED PRICE,$605.20,15.00%, $ 605.20 ,15.00%, $ 605.20 ,20.00%, $ 569.60 ,25.00%, $ 534.00 ,10.00%, $ 640.80 ,15.00%, $ 605.20 
